"ICAO","IATA","airport","city","nation"
"ZGDY","DYG","張家界荷花國際機場","張家界市，湖南省","中國大陸"
"ZGFS","FUO","佛山沙堤機場","佛山市，廣東省","中國大陸"
"ZGGG","CAN","廣州白雲國際機場","廣州市，廣東省","中國大陸"
"ZGHA","CSX","長沙黃花國際機場","長沙市，湖南省","中國大陸"
"ZGKL","KWL","桂林兩江國際機場","桂林市","中國"
"ZGLG","LLF","零陵機場","永州","中國"
"ZGNN","NNG","南寧吳圩機場","南寧","中國"
"ZGOW","SWA","揭陽潮汕機場","揭陽","中國"
"ZGSD","ZUH","珠海金灣機場","珠海市","中國"
"ZGSZ","SZX","深圳寶安國際機場","深圳市","中國"
"ZGWZ","WUZ","梧州長洲島機場","梧州市","中國"
"ZGXN","XIN","Xingning Airport","興寧市","中國"
"ZGZJ","ZHA","湛江機場","湛江市","中國"
"ZHAY","AYN","河南省安陽機場","安陽市","中國大陸"
"ZHCC","CGO","鄭州新鄭國際機場","鄭州市，河南省","中國大陸"
"ZHES","ENH","恩施許家坪機場","恩施市，湖北省","中國大陸"
"ZHHH","WUH","武漢天河國際機場","武漢市","中國"
"ZHNY","NNY","南陽姜營機場","南陽市","中國"
"ZHXF","XFN","襄陽劉集機場","襄陽市","中國"
"ZHYC","YIH","宜昌三峽機場","宜昌市","中國"
"ZJSY","SYX","三亞鳳凰國際機場","三亞市","中國"
"ZKPY","FNJ","平壤順安國際機場","平壤","朝鮮"
"ZKSD","DSO","宣德飛行場","定平郡，鹹鏡南道","朝鮮"
"ZLAK","AKA","陝西省安康五里舖機場","安康市","中國大陸"
"ZLDH","DNH","敦煌機場","敦煌市，甘肅省","中國大陸"
"ZLGM","GOQ","格爾木機場","格爾木市，青海省","中國大陸"
"ZLIC","INC","銀川河東機場","銀川市","中國"
"ZLLL","ZGC","蘭州中川機場","蘭州市","中國"
"ZLXN","XNN","西寧曹家堡機場","西寧市","中國"
"ZLXY","XIY","西安鹹陽國際機場","鹹陽市","中國"
"ZLYA","ENY","延安二十里堡機場","延安市，陝西省","中國大陸"
"ZLYS","YUS","玉樹巴塘機場","巴塘鄉","中國"
"ZLZW","ZHY","中衛沙坡頭機場","中衛市","中國"
"ZMAH","AVK","前杭愛省阿爾拜赫雷機場","阿爾拜赫雷","蒙古國"
"ZMBH","BYN","巴彥洪戈爾機場","巴彥洪戈爾省巴彥洪戈爾","蒙古國"
"ZMCD","COQ","喬巴山機場","喬巴山，東方省","蒙古國"
"ZMDZ","DLZ","達蘭扎德嘎德機場","達蘭扎德嘎德，南戈壁省","蒙古國"
"ZMUB","ULN","烏蘭巴託成吉思汗國際機場","烏蘭巴託","蒙古"
"ZPBS","BSD","保山雲端機場","雲南省保山市","中國大陸"
"ZPDL","DLU","大理機場","大理市，雲南省","中國大陸"
"ZPDQ","DIG","迪慶香格里拉機場","香格里拉縣，雲南省","中國大陸"
"ZPJH","JHG","西雙版納嘎灑機場","景洪市","中國"
"ZPLJ","LJG","麗江三義機場","麗江市","中國"
"ZPPP","KMG","昆明長水國際機場","昆明市","中國"
"ZPWS","WNH","文山普者黑機場","文山市","中國"
"ZPYM","YUA","Yuanmou Airport","元謀","中國"
"ZPZT","ZAT","昭通機場","昭通市","中國"
"ZSAM","XMN","廈門高崎國際機場","廈門市","中國"
"ZSAQ","AQG","安徽省安慶天柱山機場","安慶市","中國大陸"
"ZSBB","BFU","蚌埠機場","安徽省蚌埠市","中國大陸"
"ZSCG","CZX","常州奔牛機場","常州市，江蘇省","中國大陸"
"ZSCN","KHN","南昌昌北國際機場","南昌市","中國"
"ZSDY","DOY","東營勝利機場","東營市，山東省","中國大陸"
"ZSFY","FUG","阜陽西關機場","阜陽市，安徽省","中國大陸"
"ZSFZ","FOC","福州長樂國際機場","福州市，福建省","中國大陸"
"ZSGZ","KOW","贛州黃金機場","贛州市","中國"
"ZSJN","TNA","濟南遙牆國際機場","濟南市","中華人民共和國"
"ZSLG","LYG","連雲港白塔埠機場","連雲港市","中國"
"ZSLO","LCX","龍巖冠豸山機場","龍巖市","中國"
"ZSLY","LYI","臨沂沭埠嶺機場","臨沂市","中國"
"ZSNB","NGB","寧波櫟社國際機場","寧波市","中國"
"ZSNJ","NKG","南京祿口國際機場","南京市","中國"
"ZSNT","NTG","南通興東機場","南通市","中國"
"ZSPD","PVG","上海浦東國際機場","上海市","中國"
"ZSQD","TAO","青島流亭國際機場","青島市","中華人民共和國"
"ZSQZ","JJN","泉州晉江機場","泉州市","中國"
"ZSSS","SHA","上海虹橋國際機場","上海市","中國"
"ZSTX","TXN","黃山屯溪機場","黃山市","中華人民共和國"
"ZSWF","WEF","濰坊機場","濰坊市","中國"
"ZSWH","WEH","威海大水泊機場","威海市","中國"
"ZSWX","WUX","蘇南碩放國際機場","無錫市/ 蘇州市","中國"
"ZSWZ","WNZ","溫州永強國際機場","溫州市","中國"
"ZSXZ","XUZ","徐州觀音機場","徐州市","中國"
"ZSYA","YTY","揚州泰州機場","揚州市、泰州市","中國"
"ZSYN","YNZ","鹽城機場","鹽城市","中國"
"ZSYT","YNT","煙臺萊山國際機場","煙臺市","中國"
"ZSYW","YIW","義烏機場","義烏市","中國"
"ZUAS","AVA","貴州省黃果樹機場","安順市","中國大陸"
