"ICAO","IATA","long","lat"
"VHHH","HKG",113.915,22.3089
"VHSK",NA,114.08,22.4366
"VIBN","VNS",82.859299,25.4524
"VIBY","BEK",79.450798,28.4221
"VIDD",NA,77.2058,28.5845
"VIDN","DED",78.180298,30.189699
"VIDP","DEL",77.1031,28.5665
"VIDX",NA,77.3589,28.7077
"VISP",NA,77.4253,29.9939
"VLVT","VTE",102.563004,17.9883
"VMMC","MFM",113.592,22.1496
"VNBW","BWA",83.4163,27.5057
"VNDG","DNP",82.2942,28.1111
"VNDR",NA,83.050644,28.492115
"VNGK","GKH",84.4664,28.0385
"VNKT","KTM",85.3591,27.6966
"VNMG","MEY",84.22875,27.5774
"VNRP","RPA",82.756496,28.267292
"VO95",NA,77.7672,12.6613
"VOAR",NA,79.6912,13.0712
"VOBG",NA,77.6682,12.95
"VOBL","BLR",77.7063,13.1979
"VOCC",NA,76.2731,9.9474
"VOGO","GOI",73.831,15.381
"VOHK",NA,78.5249,17.5535
"VOHS","HYD",78.4299,17.2313
"VOHY","BPM",78.4676,17.4531
"VOMD","IXM",78.093399,9.83451
"VOMM","MAA",80.1693,12.99
"VOPC","PNY",79.812,11.968
"VOPN","PUT",77.7911,14.1493
"VOSM","SXV",78.065598,11.7833
"VOTP","TIR",79.5433,13.6325
"VOTR","TRZ",78.709702,10.7654
"VOTX",NA,80.1219,12.9072
"VOWA","WGC",79.602203,17.9144
"VOYK",NA,77.606,13.1355
"VT01",NA,-72.9373,44.2826
"VT02",NA,-72.8851,43.1473
"VT03",NA,-72.9809,44.0887
"VT06",NA,-72.4737,43.0044
"VT10",NA,-73.385696,43.9814
"VT13",NA,-72.717598,43.300098
"VT14",NA,-73.1896,44.0451
"VT15",NA,-73.246,44.7039
"VT17",NA,-72.6743,43.369
"VT20",NA,-73.1482,43.3667
"VT30",NA,-72.834,44.1626
"VT31",NA,-72.444,44.1112
"VT34",NA,-72.492,43.0601
"VT38",NA,-73.2467,45.0092
"VT39",NA,-72.4804,44.6076
"VT41",NA,-72.5298,42.9242
"VT43",NA,-72.6529,43.0192
"VT45",NA,-72.979301,44.5173
"VT46",NA,-73.2865,44.872
"VT47",NA,-72.5278,42.7786
"VT52",NA,-73.187599,44.643398
"VT55",NA,-72.5829,43.9012
"VT56",NA,-71.9809,44.6131
"VT59",NA,-72.9108,43.2778
"VT60",NA,-73.242599,43.330101
"VT63",NA,-72.378998,44.9953
"VT64",NA,-72.641197,44.515301
"VT73",NA,-73.316833,43.944861
"VTBD","DMK",100.607,13.9126
"VTBF","PYX",100.9494,12.8325
"VTBI",NA,101.38,14.0778
"VTBK","KDT",99.9172,14.102
"VTBL",NA,100.663,14.8746
"VTBS","BKK",100.747,13.6811
"VTBT",NA,100.9568,13.2324
"VTBU","UTP",101.004997,12.6799
"VTCC","CNX",98.962601,18.7668
"VTCT","CEI",99.882896,19.952299
"VTED","BAO",102.8,17.383
"VTPI","TKH",100.296,15.2773
"VTSK","PAN",101.154,6.7855
"VTUD","UTH",102.788002,17.3864
"VTUI","SNO",104.119,17.1951
"VVDN","DAD",108.198997,16.0439
"VVNB","HAN",105.806999,21.221201
"VVVH","VII",105.670998,18.7376
"VYYY","RGN",96.133202,16.907301
"WA04",NA,-122.043,47.8133
"WA05","8W5",-122.733,47.6568
"WA07",NA,-122.339,48.3748
"WA08",NA,-117.909,47.7207
"WA09","RCE",-123.139,48.6123
"WA10",NA,-118.368383,46.016842
"WA12",NA,-122.178,48.7096
"WA17",NA,-121.9823,47.7553
"WA18",NA,-122.803,48.5101
"WA22",NA,-122.608,47.9386
"WA23",NA,-117.739,48.021
"WA24",NA,-119.021004,46.3969
"WA25",NA,-122.016,48.0959
"WA26",NA,-120.635,46.4082
"WA29",NA,-122.594,45.8957
"WA30",NA,-117.920998,46.791
"WA35",NA,-122.947,48.6223
"WA37",NA,-120.436996,46.910301
"WA41",NA,-122.484,46.5989
"WA42",NA,-122.772,47.972
"WA45",NA,-122.9,47.9953
"WA46",NA,-122.637,45.8303
"WA47",NA,-120.637001,47.153702
"WA49",NA,-117.648,47.5028
"WA52",NA,-117.604,47.9569
"WA56",NA,-122.092,48.5076
"WA57",NA,-117.839996,48.3139
"WA59",NA,-123.176003,48.124802
"WA61",NA,-122.53,47.7983
"WA62",NA,-117.419,47.4707
"WA63",NA,-122.2561,45.5623
"WA66",NA,-121.501,45.8054
"WA67",NA,-122.473,45.6631
"WA68",NA,-122.8407,48.0769
"WA69",NA,-122.498,47.4018
"WA72",NA,-117.938004,48.644699
"WA73",NA,-117.852997,48.525002
"WA74",NA,-119.908997,47.2267
"WA76",NA,-119.620003,45.9562
"WA77",NA,-122.022,47.1957
"WA78",NA,-122.185,45.6279
"WA79",NA,-122.418,45.9332
"WA80",NA,-122.548,45.8943
"WA84",NA,-122.15,47.2807
"WA87",NA,-122.553,45.8159
"WA88",NA,-122.557,48.8929
"WA90",NA,-122.351,48.7332
"WA93",NA,-122.5846,48.6526
"WA95",NA,-122.911003,46.718601
"WA96",NA,-122.774,47.6075
"WA97",NA,-120.341,46.4432
"WA99",NA,-122.886,46.3293
"WADD","DPS",115.1675,-8.748056
"WAHQ","SOC",110.756944,-7.516111
"WARR","SUB",112.787003,-7.37983
"WBAK",NA,114.382,4.637
"WBGA",NA,114.699997,3.817
"WBGJ","LMN",115.01,4.8083
"WBGM","MUR",114.329,4.179
"WBGR","MYY",113.987,4.322
"WBKB",NA,116.471,6.3652
"WBKK","BKI",116.051,5.9372
"WBKL","LBU",115.25,5.3007
"WBKR","RNU",116.667,5.95
"WBKU",NA,115.583,5.6
"WBSB","BWN",114.928,4.9442
"WI00",NA,-89.2307,44.8739
"WI03",NA,-88.1334,42.7981
"WI05",NA,-91.684402,44.8083
"WI07",NA,-88.7668,43.6222
"WI09",NA,-88.4758,42.9772
"WI11",NA,-89.2407,42.5914
"WI12",NA,-91.624901,45.7066
"WI13",NA,-89.8395,44.2548
"WI14",NA,-92.387703,44.966599
"WI16",NA,-90.1297,42.8531
"WI19",NA,-89.4335,43.8
"WI1B",NA,107.476,-6.9039
"WI1C",NA,106.622002,-6.37322
"WI20",NA,-88.092,44.883
"WI21",NA,-91.241798,44.909698
"WI22",NA,-88.6008,44.323101
"WI24",NA,-89.7522,42.8811
"WI27",NA,-91.974899,44.9202
"WI28",NA,-87.5576,44.5861
"WI29",NA,-92.483498,44.905499
"WI36",NA,-89.620102,45.826599
"WI40",NA,-89.3523,42.9133
"WI42",NA,-89.5299,45.6572
"WI43",NA,-89.8253,42.9489
"WI46",NA,-88.5399,43.8828
"WI47",NA,-89.1501,44.4333
"WI49",NA,-91.226501,44.286098
"WI50",NA,-89.6376,43.398
"WI51",NA,-89.321,43.3214
"WI52",NA,-88.6668,44.6178
"WI53",NA,-89.899,42.9453
"WI55",NA,-88.983498,43.986099
"WI56",NA,-90.8607,42.8817
"WI58",NA,-88.0279,42.5222
"WI60",NA,-88.4632,44.8328
"WI62",NA,-87.9981,43.2695
"WI65",NA,-89.4682,43.2222
"WI67",NA,-88.9007,43.8766
"WI69",NA,-88.3334,42.8
"WI70",NA,-88.637604,42.707001
"WI71",NA,-88.6027,42.6875
"WI72",NA,-90.5718,42.8
"WI73",NA,-88.833397,44
"WI76",NA,-88.7759,42.9486
"WI77",NA,-88.1604,43.207
"WI78",NA,-87.935,44.4258
"WI79",NA,-90.5565,44.8527
"WI81",NA,-90.591,42.5242
"WI84",NA,-88.8404,42.6889
"WI86",NA,-88.1359,42.6609
"WI87",NA,-89.5244,45.2033
"WI89",NA,-88.3673,42.5722
"WI91",NA,-88.6396,44.2028
"WI92",NA,-88.3612,42.6611
"WI95",NA,-88.014,42.5778
"WI97",NA,-89.0648,43.2578
"WI98",NA,-89.1973,42.8583
"WI99",NA,-88.9971,42.8136
"WIBB","PKU",101.445,0.460786
"WIBD","DUM",101.434,1.6092
"WIBT","TJB",103.3931,1.0527
"WICC","BDO",107.576,-6.9006
"WICJ",NA,106.755278,-6.540278
"WICK",NA,107.573,-6.9828
"WICM","TSY",108.246002,-7.3466
"WIDD","BTH",104.119,1.121
"WIDN","TNJ",104.532,0.9227
"WIHH","HLP",106.891,-6.2666
"WIHK",NA,107.658997,-6.53139
"WIHP","PCB",106.765,-6.337
"WIII","CGK",106.656,-6.1256
"WIMK","MES",98.6711,3.5592
"WIML",NA,99.600998,2.97379
"WIMM","KNO",98.8853,3.6422
"WIMR",NA,99.050003,2.95
"WIMT",NA,99.1167,3.3667
"WIPA","DJB",103.644,-1.638
"WIPR","RGT",102.335,-0.3528
"WIPY",NA,104.092,-2.4344
"WIRR",NA,106.57,-6.293171
"WMAA",NA,102.417,2.81667
"WMAB",NA,102.901,1.8602
"WMAD",NA,101.883003,3.55
"WMAE",NA,101.282,4.1164
"WMAJ",NA,100.949,3.8997
"WMAP",NA,103.307,2.0414
"WMAV",NA,102.650002,2.05
"WMBA","SWY",100.6993,4.2222
"WMBB",NA,100.543,5.6176
"WMBF",NA,101.167,3.75
"WMBI","TPG",100.717003,4.867
"WMKA","AOR",100.398,6.1897
"WMKB","BWH",100.390999,5.46592
"WMKF",NA,101.703,3.1122
"WMKI","IPH",101.092003,4.56797
"WMKJ","JHB",103.67,1.6413
"WMKK","KUL",101.71,2.7456
"WMKL","LGK",99.7287,6.3297
"WMKM","MKZ",102.252,2.2634
"WMKP","PEN",100.277,5.2971
"WMLU",NA,114,4.45
"WMPA","PKG",100.553001,4.24472
"WMSA","SZB",101.549,3.1306
"WN00",NA,-122.86,47.8401
"WN03",NA,-87.7256,43.6786
"WN04",NA,-117.2633,48.002
"WN05",NA,-122.792,46.514801
"WN07","DTR",-122.814,48.4998
"WN08",NA,-122.113,48.9148
"WN09",NA,-89.5081,44.1644
"WN10",NA,-122.38,45.9934
"WN11",NA,-88.0037,45.5858
"WN13",NA,-122.569,47.4637
"WN14",NA,-117.447,47.8416
"WN15",NA,-122.056,47.1297
"WN17",NA,-120.316002,47.339802
"WN18",NA,-122.539,48.4568
"WN20",NA,-121.923,47.8723
"WN21",NA,-123.398,48.0815
"WN23",NA,-123.18,48.1018
"WN24",NA,-122.95,46.2926
"WN26",NA,-117.077,46.885
"WN27",NA,-87.9757,44.0792
"WN28",NA,-87.3095,44.9828
"WN29",NA,-123.207,48.1304
"WN33",NA,-118.987999,46.380402
"WN34",NA,-122.6867,46.5304
"WN35",NA,-122.565,48.9087
"WN36",NA,-122.820999,46.969002
"WN39",NA,-89.3201,43.4819
"WN40",NA,-122.643,48.1904
"WN41",NA,-117.962,47.3044
"WN42",NA,-122.12,47.1838
"WN44",NA,-89.569,45.239399
"WN45",NA,-120.444,46.7793
"WN46",NA,-88.5087,43.0675
"WN47",NA,-123.27,47.0817
"WN48",NA,-123.309998,46.790401
"WN49",NA,-123.088,48.1218
"WN51",NA,-122.465,48.5209
"WN53",NA,-122.062,48.1104
"WN54",NA,-117.071,47.7349
"WN55",NA,-122.006,46.5115
"WN60",NA,-123.188,48.1406
"WN61",NA,-117.28,47.7252
"WN63",NA,-88.004,42.5367
"WN64",NA,-120.461998,46.9743
"WN74",NA,-122.625999,46.5854
"WN75",NA,-88.3723,43.2447
"WN76",NA,-121.925,47.2436
"WN80",NA,-122.865,46.0979
"WN86",NA,-92.621597,45.263901
"WN87",NA,-122.093,47.2086
"WN92",NA,-117.181,47.6085
"WN95",NA,-119.891,46.8849
"WN99",NA,-91.808601,44.6572
"WS02",NA,-89.716,43.7425
"WS04",NA,-89.8651,44.0325
"WS08",NA,-88.377,44.418
"WS09",NA,-89.5248,44.0133
"WS10",NA,-89.0159,44.408
"WS11",NA,-88.1334,45.1003
"WS12",NA,-89.3232,43.2644
"WS14",NA,-89.3587,44.4641
"WS15",NA,-89.265404,43.495201
"WS16",NA,-89.8015,44.8472
"WS17",NA,-88.5761,43.985
"WS20",NA,-90.6626,43.953
"WS22",NA,-88.6895,44.3947
"WS23",NA,-89.7472,45.216099
"WS25",NA,-87.8454,45.5816
"WS26",NA,-87.607,44.3592
"WS28",NA,-89.3898,43.5536
"WS29",NA,-88.1434,45.1203
"WS30",NA,-92.548302,45.189098
"WS31",NA,-87.9445,44.2778
"WS32",NA,-89.2948,43.4836
"WS33",NA,-89.450996,42.909199
"WS36",NA,-89.4371,44.2714
"WS39",NA,-89.662399,45.699402
"WS41",NA,-92.5513,45.012199
"WS42",NA,-90.600098,44.950001
"WS43",NA,-88.0584,44.3555
"WS45",NA,-89.674599,45.341599
"WS46",NA,-88.8887,43.831
"WS49",NA,-88.8776,42.9067
"WS51",NA,-90.681,43.352798
"WS55",NA,-88.7454,42.5175
"WS60",NA,-90.831,44.9339
"WS62",NA,-89.581,42.9636
"WS68",NA,-89.307899,43.781601
"WS69",NA,-91.547096,44.575001
"WS71",NA,-92.6155,45.4305
"WS72",NA,-88.012,44.8528
"WS74",NA,-88.8245,43.1631
"WS76",NA,-88.8245,44.4707
"WS77",NA,-92.6871,45.684
"WS78",NA,-89.487801,45.550301
"WS81",NA,-92.108498,45.948002
"WS87",NA,-120.058253,48.331869
"WS91",NA,-90.6637,43.2086
"WSAC",NA,104.009,1.3441
"WSAG",NA,103.813,1.4253
"WSAP","QPG",103.91,1.3604
"WSAT","TGA",103.709,1.3873
"WSSL","XSP",103.868,1.4169
"WSSS","SIN",103.994,1.3502
"WT01",NA,-120.481111,46.949167
"WT04",NA,-117.5342,47.5172
"WT21",NA,-117.4398,47.8945
"WT24",NA,-117.5381,47.5228
"WT44",NA,-123.385,46.1773
"WT77",NA,-122.7903,47.3552
"WV06",NA,-78.7383,39.2851
"WV15",NA,-78.926399,39.483398
"WV17",NA,-78.1558,39.3934
"WV19",NA,-79.689201,39.444801
"WV21",NA,-77.7947,39.3306
"WV22",NA,-77.9715,39.5747
"WV23",NA,-80.469498,39.091499
"WV28",NA,-80.3968,39.3245
"WV47",NA,-80.210403,39.1357
"WV53",NA,-79.892799,39.372002
"WV57",NA,-79.542503,39.4631
"WV61",NA,-78.2356,39.4695
"WV64",NA,-81.523697,39.178101
"WV65",NA,-80.011398,39.449299
"WV66","GWV",-80.759499,39.9487
"WV67",NA,-78.6794,39.3947
"WV68",NA,-80.030602,38.950001
"WV71",NA,-81.929703,38.8992
"WY05",NA,-104.584,41.2172
"WY19",NA,-104.207,41.1058
"WY29",NA,-104.785,41.6222
"WY45",NA,-104.708,41.1569
"X05",NA,-82.4965,28.3303
"X14",NA,-81.4326,26.7442
"X35",NA,-82.3766,29.0618
"X51",NA,-80.5543,25.4992
"XA00",NA,-97.2803,33.1472
"XA02",NA,-98.4264,30.2802
"XA03",NA,-97.272003,33.428398
"XA04",NA,-97.8996,32.2376
"XA05",NA,-102.624001,34.101101
"XA07",NA,-97.7167,33.275
"XA09",NA,-98.0611,33.5819
"XA10",NA,-97.338799,33.231899
"XA12",NA,-98.0328,30.6947
"XA15",NA,-96.9797,31.4269
"XA16",NA,-97.4656,33.4942
"XA17",NA,-95.5636,33.3217
"XA23",NA,-94.9723,33.0178
"XA31",NA,-99.7878,29.8169
"XA32",NA,-97.1713,30.9115
"XA33",NA,-96.264397,32.958698
"XA34",NA,-97.428,33.2417
"XA40",NA,-96.9369,29.5215
"XA41",NA,-99.2475,30.355
"XA42",NA,-96.3871,32.3756
"XA43",NA,-99.2069,29.9081
"XA44",NA,-98.4239,31.2661
"XA45",NA,-95.9308,33.0212
"XA46",NA,-95.4544,32.6936
"XA47",NA,-97.4848,31.3097
"XA48",NA,-97.3157,33.6417
"XA49",NA,-101.545998,30.025
"XA51",NA,-97.1258,31.4183
"XA52",NA,-95.293503,30.9235
"XA64",NA,-99.3853,28.9617
"XA68",NA,-97.3553,33.3918
"XA71",NA,-94.973999,31.2773
"XA72",NA,-97.2894,33.2769
"XA75",NA,-97.0997,32.324
"XA77",NA,-101.778999,32.7486
"XA78",NA,-97.071,33.4623
"XA84",NA,-97.1194,33.4769
"XA85",NA,-97.3167,31.6333
"XA86",NA,-97.8048,32.567
"XA88",NA,-99.5666,28.9772
"XA90",NA,-95.5278,32.7572
"XA92",NA,-100.103,30.87
"XA96",NA,-100.323997,35.662498
"XA98",NA,-97.4581,33.3027
"XA99",NA,-97.607,33.1344
"XLLN",NA,30.334999,60.198299
"XS00",NA,-98.7483,30.6372
"XS01",NA,-98.8862,30.4502
"XS03",NA,-98.2811,30.4813
"XS05",NA,-98.1711,29.5988
"XS06",NA,-97.1495,32.2985
"XS07",NA,-96.06,28.9503
"XS08",NA,-99.1995,30.8768
"XS09",NA,-95.436401,30.5375
"XS11",NA,-99.3592,29.7766
"XS12",NA,-98.0175,30.676
"XS13",NA,-99.196701,29.816601
"XS14",NA,-96.0706,32.9694
"XS15",NA,-99.9004,30.771
"XS17",NA,-96.9019,30.7091
"XS18",NA,-96.2247,30.3847
"XS20",NA,-99.2978,30.1541
"XS21",NA,-95.7047,29.3311
"XS22",NA,-99.673698,30.2041
"XS23",NA,-99.471199,30.1266
"XS24",NA,-97.0992,29.8297
"XS25",NA,-95.683,29.3847
"XS27",NA,-94.396004,30.037701
"XS30",NA,-95.4819,33.6051
"XS31",NA,-96.8319,33.7018
"XS33",NA,-93.864601,30.062401
"XS34",NA,-96.4874,32.3122
"XS36",NA,-101.691631,30.253528
"XS39",NA,-95.2641,29.5363
"XS40",NA,-99.0003,28.8003
"XS42",NA,-99.0803,28.9294
"XS43",NA,-98.9564,29.6616
"XS44",NA,-104.211998,31.015301
"XS47",NA,-98.5711,29.0002
"XS48",NA,-95.5775,32.9539
"XS49",NA,-97.1219,29.4902
"XS50",NA,-98.309998,27.3836
"XS55",NA,-96.9389,31.9293
"XS56",NA,-97.791901,26.4487
"XS57",NA,-97.4048,31.4654
"XS58",NA,-94.705803,30.0441
"XS60",NA,-96.906,33.3184
"XS61",NA,-99.0034,31.1149
"XS62",NA,-99.728699,29.633301
"XS64",NA,-97.565002,26.249001
"XS68",NA,-96.328598,30.256901
"XS69",NA,-100,29.9113
"XS70",NA,-95.018,33.1346
"XS71",NA,-98.044998,28.7481
"XS74",NA,-97.1628,31.6082
"XS75",NA,-98.4892,30.4544
"XS77",NA,-94.6274,29.4655
"XS78",NA,-99.099834,31.385417
"XS79",NA,-98.4584,29.2586
"XS80",NA,-98.9346,29.9726
"XS86",NA,-98.9253,29.2669
"XS88",NA,-95.7048,33.8574
"XS89",NA,-98.4558,29.6211
"XS90",NA,-97.7753,29.7683
"XS91",NA,-95.5993,32.0865
"XS92",NA,-97.7125,33.146
"XS93",NA,-98.558601,26.716999
"XS94",NA,-99.422501,27.111401
"XS95",NA,-96.9705,29.6769
"XS99",NA,-94.912697,30.471001
"YADG",NA,138.49,-35.29
"YADI",NA,148.796,-35.9978
"YADY",NA,148.800003,-35.983299
"YAMB",NA,152.712,-27.6406
"YAPO",NA,143.661175,-38.77493
"YARA","ARY",142.988998,-37.309399
"YARM","ARM",151.617,-30.5281
"YARS",NA,137.8883,-34.4472
"YASS",NA,149.015,-34.8867
"YATN",NA,145.515,-17.2617
"YATR",NA,143.4,-37.1833
"YAVM",NA,144.550003,-36.5667
"YAYR","AYR",147.329,-19.5844
"YBAD",NA,149.092,-30.955
"YBAF","ACF",153.008,-27.5703
"YBAO",NA,149.85,-35.45
"YBBA",NA,150.6,-30.3833
"YBBN","BNE",153.117,-27.3842
"YBCG","OOL",153.505,-28.1644
"YBCH",NA,146.696389,-36.393333
"YBCL",NA,149.417007,-30.049999
"YBCM",NA,152.4665,-27.3907
"YBCS","CNS",145.755,-16.8858
"YBDG","BXG",144.33,-36.7394
"YBEF",NA,143.25,-37.45
"YBEL",NA,147.033,-42.3667
"YBEV",NA,116.95,-32.1333
"YBFT",NA,143.43,-37.495
"YBGR",NA,143.95,-36.6167
"YBGY",NA,150.192,-29.505
"YBIA",NA,150.533,-29.8
"YBID",NA,149.36,-34.3033
"YBIN",NA,152.050003,-25.525
"YBLD",NA,116.795998,-31.825001
"YBLN","BQB",115.4016,-33.6884
"YBLT",NA,143.791,-37.5117
"YBNA","BNK",153.562,-28.8339
"YBNS","BSJ",147.568,-37.8875
"YBOA",NA,152.682,-28.0167
"YBOG",NA,150.05,-30.7167
"YBOK","OKY",151.735,-27.4114
"YBOM",NA,149.182007,-36.904999
"YBOO",NA,116.188,-31.3403
"YBPN","PPP",148.552002,-20.495001
"YBRA",NA,147.6991,-36.9669
"YBRJ",NA,148.975,-30.1583
"YBRS",NA,144.4275,-38.2581
"YBSS",NA,144.4217,-37.7333
"YBSU","MCY",153.091,-26.6033
"YBTH","BHS",149.652,-33.4094
"YBTL","TSV",146.765,-19.2525
"YBTS",NA,145.850006,-19.4333
"YBUC",NA,115.099998,-33.833302
"YBUD","BDB",152.319,-24.9039
"YBUN","BUY",115.677,-33.3783
"YBUP",NA,145.75,-38.0167
"YBUY",NA,149.132,-36.1342
"YBVA",NA,138.334,-34.084301
"YBVL",NA,150.183,-31.5833
"YBWN","ZBO",148.214996,-20.018299
"YBWW","WTB",151.7933,-27.5583
"YBXH",NA,141.701996,-37.867298
"YBYI",NA,147.38,-43.2342
"YBYL",NA,152.61611,-29.21829
"YBZA",NA,150.517,-31.3167
"YCAB",NA,152.983,-27.0833
"YCAE",NA,147.5305,-41.9672
"YCAH","CLH",149.61,-31.7733
"YCAL",NA,144.167,-37.1333
"YCAS","CSI",153.067,-28.8828
"YCBB","COJ",149.267,-31.3325
"YCBG",NA,147.475,-42.8267
"YCDE",NA,143.0567,-38.3267
"YCDR","CUD",153.1,-26.8
"YCDS",NA,152.335396,-25.25308
"YCEM",NA,145.4084,-37.7277
"YCES",NA,144.258,-38.1483
"YCFN",NA,151.847,-27.9283
"YCFS","CFS",153.116,-30.3206
"YCHB","CRH",152.089,-28.4301
"YCHT","CXT",146.272995,-20.0431
"YCLT",NA,149.417,-34.8833
"YCMH",NA,152.742,-31.665
"YCNK","CES",151.342,-32.7875
"YCNR",NA,149.167,-37.5167
"YCOI","CIE",116.217003,-33.366699
"YCOM","OOM",148.974,-36.3006
"YCOR","CWW",146.356995,-35.994701
"YCPP",NA,137.662003,-33.981701
"YCRG","CYG",147.888,-36.1828
"YCRL",NA,149.45,-34.5
"YCSI",NA,149.961,-32.0022
"YCTM","CMD",148.028,-34.6239
"YCUA","CUG",148.763,-33.278301
"YCUN",NA,117.217,-31.6222
"YCUR",NA,148.392548,-35.926888
"YCVA",NA,138.587367,-33.710837
"YCVG",NA,138.578,-34.6967
"YCVS",NA,115.083,-30.4833
"YCWR","CWT",148.649,-33.8447
"YCWS",NA,145.213,-38.5083
"YCWW",NA,148.663,-33.5428
"YCXA",NA,153,-25.975
"YDAR",NA,148.0692,-42.5727
"YDEG",NA,148.942,-37.0614
"YDER",NA,143.2278,-37.9342
"YDKI","DKI",146.139999,-17.9417
"YDLL",NA,143.699997,-36.849998
"YDNR",NA,150.875,-30.6581
"YDOC",NA,151.207993,-32.650002
"YDON",NA,117.050003,-31.1833
"YDOP",NA,146.84,-19.6117
"YDUN","SRR",153.428,-27.5167
"YDVE",NA,116.55,-32.2833
"YEAT",NA,146.43,-37.2158
"YEES",NA,151.34,-32.5997
"YELW",NA,145.832993,-37.208302
"YEVD","EVH",153.419998,-29.0933
"YFCK",NA,146.053,-38.715
"YFDN",NA,147.374,-35.0117
"YFFT",NA,138.766998,-33.833302
"YFIL","FLY",145.550003,-35.666698
"YFLI","FLS",147.992996,-40.091702
"YFRI",NA,148.259003,-42
"YFSK",NA,144.2208,-37.6781
"YFST","FOT",152.479004,-32.204201
"YGAD",NA,115.683,-32.2417
"YGAW",NA,138.7191,-34.5999
"YGAY","GAH",151.619003,-25.614401
"YGCR",NA,151.983002,-32.049999
"YGDH","GUH",150.251,-30.9611
"YGDO",NA,149.2559,-35.0505
"YGFN","GFN",153.03,-29.7594
"YGGO",NA,150.917,-31.3167
"YGIG",NA,115.863,-31.4653
"YGLB","GUL",149.726,-34.8103
"YGLG","GEX",144.333,-38.225
"YGLI","GLI",151.688995,-29.674999
"YGNF","GFE",148.133,-34
"YGOM",NA,116.883,-31.3667
"YGRD",NA,144.333,-38.2167
"YGRL",NA,148,-37.8422
"YGTP",NA,148.417,-33.9833
"YGVE",NA,147.011993,-43.23
"YGWA",NA,138.751999,-35.481701
"YGYM","GYP",152.702,-26.2828
"YHAE",NA,148.388,-34.5575
"YHBA","HVB",152.88,-25.3189
"YHBK",NA,147.317,-35.6833
"YHCT",NA,151.432,-31.2403
"YHEC",NA,153.3394,-27.7675
"YHLG",NA,145.797,-19.6425
"YHLM",NA,116.815002,-33.263901
"YHML","HLT",142.065002,-37.648899
"YHOT","MHU",147.334,-37.0475
"YHTN",NA,145.4,-17.4333
"YIFL","IFL",146.012,-17.5594
"YIGM","IGH",146.152,-18.6606
"YILA",NA,146.433063,-36.456197
"YILW",NA,151.0955,-28.4188
"YITT",NA,147.359018,-36.513879
"YIVL","IVR",151.143997,-29.8883
"YJBY",NA,150.697,-35.1472
"YJCO",NA,147.317,-42.3667
"YJCW",NA,153.335,-27.7617
"YJER",NA,145.725006,-35.369999
"YKAP",NA,138.917,-34.25
"YKAT",NA,150.323,-33.6683
"YKBN",NA,152.845,-28.09
"YKCK",NA,147.858002,-39.848801
"YKDI",NA,137.660004,-33.9767
"YKEL",NA,151.638,-30.655
"YKEP",NA,150.5261,-30.8911
"YKMP","KPS",152.77,-31.0744
"YKRY","KGY",151.841,-26.5808
"YKSC","KGC",137.520996,-35.713902
"YKTN",NA,144.4473,-37.2263
"YKUW",NA,143.15,-38.05
"YKYB",NA,144.972067,-36.332482
"YLAG",NA,147.953,-42.885
"YLBO",NA,142.882996,-37.6833
"YLED",NA,144.1031,-37.9212
"YLEG",NA,145.86,-38.4931
"YLET",NA,147.987,-37.8792
"YLIL",NA,145.367,-37.6917
"YLIS","LSY",153.26,-28.8303
"YLKE",NA,147.958,-37.8527
"YLMB",NA,149.933,-31.1
"YLMQ","BEO",151.648,-33.0667
"YLOY",NA,145.778,-38.1083
"YLSM",NA,143.35,-37.9333
"YLTV","TGN",146.47,-38.2072
"YLUW",NA,115.064471,-34.020973
"YLVB",NA,144.333,-38.0333
"YLVK",NA,146.802,-19.3217
"YLYK",NA,138.914,-34.6217
"YMAV","AVV",144.469,-38.0394
"YMAY","ABX",146.957993,-36.067799
"YMBA","MRG",145.419,-17.0692
"YMBD",NA,139.227005,-35.0667
"YMBU",NA,143.709,-37.0331
"YMCO","XMC",149.720001,-37.598301
"YMCS",NA,146.483,-20.0167
"YMDA",NA,151.317001,-25.5917
"YMDG","DGE",149.610992,-32.5625
"YMEL",NA,144.567,-37.6167
"YMEN","MEB",144.902,-37.7281
"YMEO",NA,145.707616,-36.967704
"YMES",NA,147.149,-38.0989
"YMEY",NA,149.917,-31.1
"YMHB","HBA",147.51,-42.8361
"YMIG",NA,150.5,-34.4667
"YMIN","XML",137.533005,-34.75
"YMLD",NA,137.716995,-34.392799
"YMMB","MBW",145.102,-37.9758
"YMML","MEL",144.843,-37.6733
"YMND","MTL",151.4929,-32.7013
"YMNG",NA,145.184006,-36.888302
"YMOR","MRZ",149.845,-29.4989
"YMPC",NA,144.753,-37.9322
"YMPE",NA,146.766998,-20.516701
"YMPH",NA,143.167,-37.9
"YMRY","MYA",150.143997,-35.8978
"YMSO",NA,151.41,-31.39
"YMUL",NA,115.842,-32.5083
"YMUR",NA,153.413,-28.3317
"YMVM",NA,151.2127,-33.2851
"YMWM",NA,142.603397,-37.295496
"YMYB","MBH",152.715,-25.5133
"YNAN",NA,151.983,-26.69
"YNBR","NAA",149.827,-30.3192
"YNHE",NA,145.317,-38.5333
"YNHS","NBH",153,-30.65
"YNMN","NMP",145.773,-19.2
"YNRG","NRG",117.080002,-32.93
"YNSH","NSV",153.063,-26.4233
"YNTM",NA,116.683,-31.63
"YOAS",NA,150.559,-34.0839
