"ICAO","IATA","long","lat"
"00AK",NA,-151.696,59.9492
"00AL",NA,-86.7703,34.8648
"00AS",NA,-97.818019,34.942803
"00AZ",NA,-112.165,34.3056
"00CL",NA,-121.7634,39.4272
"00FA",NA,-82.219,28.6455
"00FL",NA,-80.9692,27.2309
"00GA",NA,-84.0683,33.7675
"00ID",NA,-116.214,48.1453
"00IG",NA,-101.395994,39.724028
"00IL",NA,-89.5604,41.9784
"00IS",NA,-89.1229,40.0256
"00KS",NA,-94.9305,38.7278
"00MD",NA,-75.7538,38.7571
"00MN",NA,-95.700302,46.299999
"00NC",NA,-78.3714,36.0852
"00NY",NA,-77.4997,42.9001
"00OH",NA,-84.142197,41.5909
"00PN",NA,-80.2111,41.2995
"00SC",NA,-80.2672,34.0094
"00TS",NA,-97.242,32.6076
"00VA",NA,-78.9992,36.576
"00VI",NA,-80.499496,36.6633
"00WA",NA,-122.772,47.1784
"00WI",NA,-89.0501,44.3043
"00WN",NA,-117.249001,46.25
"00XS",NA,-101.933998,33.033401
"01AL",NA,-86.5139,32.946
"01CL",NA,-120.734,38.7999
"01FA",NA,-81.1442,28.5894
"01FL",NA,-81.1592,28.7819
"01G",NA,-78.0521,42.7413
"01IA",NA,-90.7413,41.6611
"01II",NA,-86.5067,39.885
"01IS",NA,-90.3182,39.0162
"01KS",NA,-97.003304,38.5406
"01LL",NA,-89.4639,38.1258
"01NC",NA,-77.581398,34.4753
"01NH",NA,-72.087,43.6445
"01PN",NA,-77.7389,40.9306
"01PS",NA,-76.0296,41.5959
"01SC",NA,-81.2528,35.0321
"01TE",NA,-96.428,32.7376
"01TX",NA,-96.8775,32.3876
"01UT",NA,-109.396004,38.3083
"01VA",NA,-77.925,39.125
"01WI",NA,-90.3892,44.01
"02A",NA,-86.6114,32.8505
"02AK",NA,-150.098,61.8769
"02C",NA,-88.1782,43.0902
"02CL",NA,-119.059,34.7611
"02FA",NA,-81.8748,28.5267
"02G",NA,-80.6414,40.6733
"02GA",NA,-83.429,34.2026
"02GE",NA,-84.9244,34.1753
"02II",NA,-86.2105,40.0623
"02IN",NA,-85.5408,40.2089
"02KS",NA,-96.0553,39.2222
"02MD",NA,-76.7097,38.6725
"02ME",NA,-70.9294,43.5373
"02MI",NA,-85.1485,43.1571
"02MN",NA,-96.192001,48.6833
"02MO",NA,-91.0335,39.05
"02MU",NA,-93.7974,36.6542
"02NE",NA,-96.9045,41.0745
"02OH",NA,-83.083298,41.3764
"02OI",NA,-80.565399,41.801998
"02OR",NA,-121.316002,45.681499
"02TN",NA,-86.584198,35.780602
"02TX",NA,-101.922882,33.370403
"02VA",NA,-77.8572,38.4357
"02WA",NA,-122.094,47.1523
"02WI",NA,-92.6558,45.0319
"02WN",NA,-119.319,48.7458
"02XS",NA,-97.6628,30.1477
"03AZ",NA,-110.084,31.433399
"03CO",NA,-104.744,40.2125
"03D",NA,-92.227,40.4473
"03FA",NA,-81.4081,27.3531
"03G",NA,-80.0706,42.0206
"03IA",NA,-92.4613,41.5819
"03IL",NA,-87.8167,41.4023
"03IN",NA,-86.0125,40.18
"03KY",NA,-87.541397,37.791698
"03MA",NA,-72.552,42.3931
"03ME",NA,-70.627296,44.084202
"03MU",NA,-94.4125,38.4925
"03NC",NA,-77.904198,34.104301
"03ND",NA,-97.829002,48.6264
"03NY",NA,-72.7168,40.9584
"03OH",NA,-83.017403,41.4184
"03OK",NA,-96.1614,36.041199
"03PR",NA,-94.921703,39.065947
"03PS",NA,-77.9056,40.85
"03WA",NA,-117.372,47.4082
"03WI",NA,-88.883945,44.028873
"03WN",NA,-120.669998,45.875
"03XS",NA,-100.754,31.3181
"04A",NA,-86.2625,31.7363
"04AA",NA,-150.8114,60.5358
"04CA",NA,-117.675,34.5639
"04CL",NA,-116.441,33.0817
"04FA",NA,-80.515099,25.558701
"04FL",NA,-81.222,29.2394
"04G",NA,-80.6196,41.1305
"04IA",NA,-92.0546,41.0883
"04ID",NA,-116.537003,43.877701
"04II",NA,-84.9941,41.1306
"04IL",NA,-89.007,40.6375
"04IS",NA,-88.569,40.1786
"04LL",NA,-88.2876,42.1361
"04ME",NA,-69.893898,44.666698
"04MI",NA,-84.6283,42.5345
"04MO",NA,-91.4515,39.3012
"04NJ",NA,-75.2335,39.5968
"04NV",NA,-115.665,35.7555
"04NY",NA,-73.6962,42.2623
"04TX",NA,-97.3689,31.7322
"04VG",NA,-77.2118,37.714401
"04VT",NA,-72.263603,44.4011
"04WA",NA,-117.437,47.5818
"04WI",NA,-88.016701,42.523399
"05AK",NA,-149.188,61.6683
"05AR",NA,-93.5703,36.0006
"05C",NA,-87.3995,41.5198
"05CL",NA,-122.391,38.6107
"05CO",NA,-104.9844,40.215
"05FL",NA,-81.4083,26.5231
"05GA",NA,-84.714401,32.0714
"05II",NA,-84.9972,41.0287
"05IL",NA,-88.0167,41.1567
"05IN",NA,-86.5042,39.642
"05IS",NA,-89.264,39.7259
"05MD",NA,-76.2052,39.2501
"05OI",NA,-81.962601,41.288399
"05OK",NA,-97.5675,35.8534
"05PS",NA,-77.8619,40.1428
"05TA",NA,-96.2651,29.8091
"05TE",NA,-97.7914,30.7221
"05TS",NA,-97.3586,33.1293
"05TX",NA,-97.4042,32.1292
"05WI",NA,-88.7459,42.6511
"06AK",NA,-149.5753,61.6276
"06C",NA,-88.1012,41.9893
"06CO",NA,-103.691,37.3875
"06FA",NA,-80.3289,26.9084
"06FD",NA,-81.885,28.6417
"06IA",NA,-91.8343,41.8414
"06ID",NA,-116.359001,43.4627
"06IL",NA,-88.8699,41.5995
"06MO",NA,-94.8044,39.2306
"06NC",NA,-78.9303,34.8275
"06NH",NA,-70.973099,42.928398
"06NY",NA,-76.4453,42.8428
"06OH",NA,-80.5912,41.5098
"06OI",NA,-84.3822,39.7348
"06OR",NA,-123.08,45.4651
"06PA",NA,-78.2882,41.9958
"06SN",NA,-97.253098,37.5839
"06TA",NA,-97.1169,30.9085
"06TE",NA,-95.026901,30.3127
"06TX",NA,-95.8129,30.0576
"06VA",NA,-78.8553,38.249
"06WI",NA,-92.450203,45.662701
"06WN",NA,-122.553,46.925
"06XS",NA,-97.0442,33.3247
"07AA",NA,-149.9549,61.696
"07CL",NA,-121.771,39.4977
"07CO",NA,-104.427,39.2636
"07FA","OCA",-80.274803,25.325399
"07GA",NA,-83.7631,33.675
"07IN",NA,-85.9139,39.5737
"07KS",NA,-96.936699,37.7342
"07KY",NA,-85.6933,38.0806
"07MD",NA,-77.051903,39.608299
"07MI",NA,-85.0239,43.8642
"07MO",NA,-93.6169,38.65
"07NC",NA,-80.7512,34.8332
"07OK",NA,-99.033699,34.6334
"07OR",NA,-122.62,45.4218
"07PN",NA,-78.1253,40.9989
"07SN",NA,-99.3601,39.7728
"07TA",NA,-95.344658,29.240519
"07TE",NA,-97.512802,27.7211
"07TN",NA,-84.241096,35.5686
"07TS",NA,-97.5728,30.625
"07VA",NA,-78.783096,36.819599
"08A",NA,-86.3282,32.5294
"08AK",NA,-149.7244,61.5696
"08CL",NA,-120.554,37.8596
"08CO",NA,-104.041,38.7325
"08FA",NA,-81.4837,26.5798
"08FD",NA,-80.772797,27.3631
"08FL",NA,-81.3287,27.0845
"08GA",NA,-81.285896,31.4258
"08ID",NA,-116.777,43.569302
"08IL",NA,-89.794,41.577
"08IS",NA,-89.2029,37.9778
"08KS",NA,-97.580002,39.034698
"08LL",NA,-88.4892,41.0753
"08MA",NA,-71.4962,42.294
"08NC",NA,-80.465599,36.0676
"08NY",NA,-74.5056,41.3681
"08OH",NA,-80.5637,41.2917
"08OK",NA,-95.258301,34.931499
"08TE",NA,-98.7425,29.9753
"08TX",NA,-97.7475,32.8582
"08VA",NA,-79.7498,37.554
"08XA",NA,-96.504,30.4793
"08XS",NA,-95.7775,29.1081
"09AK",NA,-149.8473,61.5894
"09AZ",NA,-110.038,31.9253
"09CL",NA,-121.057,39.1138
"09CO",NA,-103.653,38.0556
"09FA",NA,-81.4131,27.2456
"09FD",NA,-82.0873,28.6711
"09FL",NA,-81.9706,27.0556
"09IA",NA,-92.4093,41.7458
"09II",NA,-86.445,38.4473
"09IN",NA,-85.425,41.1209
"09KS",NA,-95.1383,38.707
"09LL",NA,-88.7432,42.4681
"09MA",NA,-71.5059,42.3043
"09ME",NA,-70.8547,43.3408
"09NC",NA,-79.03,35.3293
"09NE",NA,-96.1936,41.3333
"09NR",NA,-79.6503,35.6501
"09OK",NA,-95.863899,36.3545
"09PA",NA,-77.9881,40.827
"09T",NA,-97.497,33.2821
"09TE",NA,-97.867,32.2668
"09TX",NA,-102.024002,30.7391
"0AA7",NA,-151.235253,60.491537
"0AK1",NA,-149.322,61.6169
"0AK2",NA,-150.6786,61.7256
"0AK3",NA,-150.494,62.0359
"0AK6",NA,-147.944,61.8034
"0AK7",NA,-150.959,59.7761
"0AK9",NA,-150.059,61.3326
"0AL9",NA,-87.6325,34.85
"0AR2",NA,-90.350098,35.2668
"0AR3",NA,-93.261,35.899
"0AZ1",NA,-111.324,32.3009
"0AZ4",NA,-112.287,32.9823
"0AZ5",NA,-112.603,33.8659
"0B5",NA,-72.5228,42.5914
"0CA3",NA,-120.013,34.5875
"0CA4",NA,-120.065,34.6222
"0CA5",NA,-116.745,33.1431
"0CA6",NA,-116.0161,32.7494
"0CA8",NA,-116.843,33.4278
"0CA9",NA,-120.339,35.595
"0CD2",NA,-104.234,38.6525
"0CD5",NA,-104.144,37.4905
"0CD7",NA,-105.072,40.0047
"0CL0",NA,-119.913,37.118
"0CL1",NA,-117.556,34.5694
"0CL3",NA,-116.893,32.6331
"0CL6",NA,-118.283,34.6947
"0CL8",NA,-117.634,35.5913
"0CN1",NA,-120.7648,37.4522
"0CN2",NA,-121.688265,39.228622
"0CO1",NA,-105.124,40.0333
"0CO2","CSE",-106.928341,38.851918
"0CO5",NA,-103.589996,39.833302
"0CO6",NA,-108.212997,38.219398
"0CO8",NA,-105.013,40.2083
"0CO9",NA,-106.033997,37.658298
"0E0",NA,-106.0028,34.9751
"0FA1",NA,-81.8804,27.3039
"0FD0",NA,-81.2301,29.2675
"0FD3",NA,-86.093803,30.496401
"0FD5",NA,-86.344398,30.8202
"0FD9",NA,-86.109398,30.6521
"0FL0",NA,-81.1639,26.7306
"0FL1",NA,-82.8356,29.9833
"0FL9",NA,-81.0231,26.3939
"0GA0",NA,-84.3671,33.3562
"0GA1",NA,-82.8971,34.4779
"0GA2",NA,-82.9457,34.3779
"0GA3",NA,-85.0608,33.7701
"0GA4",NA,-83.5057,33.8129
"0GA6",NA,-83.8188,33.7334
"0GA7",NA,-84.999901,33.683399
"0GA8",NA,-83.416,30.8871
"0GA9",NA,-84.0275,32.7139
"0GE0",NA,-84.8008,33.7821
"0GE1",NA,-83.447098,31.665501
"0GE4",NA,-84.2667,33.3314
"0GE5",NA,-83.7135,34.5618
"0GE9",NA,-81.798599,32.693901
"0IA4",NA,-91.0501,41.0334
"0IA5",NA,-93.262703,40.8722
"0IA6",NA,-92.2899,41.6597
"0ID5",NA,-116.461998,43.053101
"0ID7",NA,-116.763192,43.230308
"0II0",NA,-85.2533,40.26
"0II1",NA,-86.1533,40.4281
"0II2",NA,-86.1244,41.4573
"0II5",NA,-86.8572,40.6595
"0II6",NA,-85.8297,41.6431
"0II7",NA,-85.7861,39.7956
"0II8",NA,-87.4759,41.3248
"0II9",NA,-86.5772,39.5342
"0IL2",NA,-88.9978,38.8031
"0IL3",NA,-87.6745,40.157
"0IL8",NA,-88.7237,41.8725
"0IL9",NA,-88.7873,41.8548
"0IN1",NA,-87.5959,38.5
"0IN2",NA,-85.0861,40.8278
"0IN3",NA,-86.666702,41.116699
"0IN4",NA,-84.947197,41.1278
"0IN5",NA,-86.0336,38.329
"0IN9",NA,-87.9514,37.9931
"0IS3",NA,-89.6936,41.6608
"0IS4",NA,-88.6715,39.7625
"0KS0",NA,-95.9253,38.6333
"0KS2",NA,-95.3091,38.56
"0KS3",NA,-95.3669,38.5667
"0KS4",NA,-95.3701,38.8072
"0KS7",NA,-97.886398,37.692799
"0KY0",NA,-84.7789,38.6228
"0KY4",NA,-87.081902,37.5644
"0LA1",NA,-90.973396,30.229401
"0LA2",NA,-90.963203,30.278
"0LA9",NA,-90.861504,30.5863
"0LL0",NA,-88.73,42.2647
"0LL1",NA,-90.3134,39.0942
"0LL2",NA,-90.3807,40.7389
"0LL3",NA,-90.3421,39.055
"0LL4",NA,-89.1231,41.4192
"0LL5",NA,-88.0784,40.11
"0LL6",NA,-88.6076,41.6984
"0LS0",NA,-90.735802,29.749701
"0LS5",NA,-92.129799,30.3069
"0LS7",NA,-91.4842,30.612801
"0LS9",NA,-91.982101,32.504299
"0MD1",NA,-75.7927,39.1873
"0MD2",NA,-76.8676,38.2878
"0MD4",NA,-76.1872,39.2668
"0MD6",NA,-77.105797,39.381199
"0ME4",NA,-68.474403,44.742469
"0MI3",NA,-84.483398,44.6334
"0MN1",NA,-94.0697,44.2625
"0MN5",NA,-94.916901,44.307201
"0MN6",NA,-92.404297,43.662201
"0MN8",NA,-92.8594,45.1358
"0MO0",NA,-93.8502,38.4103
"0MO1",NA,-94.0947,38.5445
"0MO2",NA,-90.7801,37.7867
"0MO8",NA,-90.7368,39.1406
"0MU1",NA,-94.1739,37.2467
"0MU4",NA,-92.866898,39.6161
"0MU7",NA,-94.1397,38.875
"0MU8",NA,-89.759003,37.438702
"0NC1",NA,-82.375397,35.4571
"0NC7",NA,-79.9975,36.3572
"0NE5",NA,-102.017998,41.021099
"0NJ5",NA,-74.7057,40.8859
"0NJ6",NA,-74.6329,39.3168
"0NK0",NA,-78.7909,42.334
"0NK1",NA,-76.2202,43.3617
"0NK2",NA,-74.0162,42.9834
"0NK3",NA,-77.7922,42.6959
"0NK6",NA,-76.088799,42.4384
"0NK8",NA,-73.6704,41.9209
"0NK9",NA,-75.8269,43.0103
"0NM0",NA,-107.626999,31.8237
"0NY0",NA,-73.982903,43.7001
"0NY1",NA,-73.6532,43.1392
"0NY3",NA,-74.932098,43.313999
"0NY7",NA,-74.1843,43.0376
"0NY8",NA,-74.2454,42.9973
"0OH7",NA,-84.1719,40.1433
"0OH8",NA,-84.256104,40.1884
"0OH9",NA,-83.2299,40.0717
"0OI2",NA,-83.417702,39.359798
"0OI3",NA,-82.716103,41.382099
"0OI4",NA,-81.1593,41.3243
"0OI6",NA,-80.6437,41.8381
"0OK0",NA,-97.4336,35.6834
"0OK1",NA,-97.4017,34.657
"0OK3",NA,-98.522598,35.619499
"0OK4",NA,-96.253601,34.660599
"0OK5",NA,-97.4003,35.8889
"0OK6",NA,-97.3861,35.8017
"0OK8",NA,-97.5931,36.2925
"0OK9",NA,-96.637001,36.213402
"0OR7",NA,-123.264,44.854
"0OR9",NA,-121.549,45.5926
"0PA2",NA,-77.1247,40.3168
"0PA4",NA,-76.7247,40.2376
"0PA5",NA,-79.8309,41.4945
"0PA6",NA,-77.8503,40.6309
"0PA7",NA,-75.4149,39.8848
"0PN0",NA,-80.1539,41.4436
"0PN2",NA,-80.0703,41.0731
"0PN4",NA,-77.2414,40.4129
"0PN5",NA,-79.5984,41.7792
"0PN6",NA,-77.9925,40.169
"0PN7",NA,-77.6314,40.1283
"0PN8",NA,-79.6831,41.6167
"0PN9",NA,-79.6778,41.7195
"0PS0",NA,-79.3417,41.3709
"0PS3",NA,-76.7666,40.4904
"0PS4",NA,-78.5609,41.0084
"0PS7",NA,-76.8455,40.5223
"0TA1",NA,-101.980003,34.219501
"0TA2",NA,-101.925003,34.216702
"0TA3",NA,-102.138,30.3043
"0TA4",NA,-96.2705,32.4979
"0TA8",NA,-95.4072,33.8487
"0TE3",NA,-100.842003,33.929199
"0TE4",NA,-96.2152,31.081
"0TE5",NA,-99.185898,27.4338
"0TE6",NA,-98.665604,32.2043
"0TE7","JCY",-98.6225,30.2518
"0TN0",NA,-86.896698,35.676701
"0TN5",NA,-86.497803,35.867401
"0TS1",NA,-97.2725,33.0987
"0TS2",NA,-97.3289,32.9487
"0TS4",NA,-96.795,30.0919
"0TS5",NA,-95.186302,30.4419
"0TS7",NA,-98.1253,32.8335
"0TS8",NA,-97.883598,26.1504
"0TX0",NA,-97.7128,32.4196
"0TX1",NA,-97.6764,32.354
"0TX5",NA,-97.1197,33.024
"0TX6",NA,-97.9969,29.5052
"0TX7",NA,-97.1503,32.9501
"0TX8",NA,-96.0433,33.1804
"0TX9",NA,-96.1169,33.2501
"0VA1",NA,-79.5853,37.2335
"0VA3",NA,-77.0953,37.6988
"0VA4",NA,-79.8795,36.9501
"0VA5",NA,-77.660894,37.694144
"0VA7",NA,-77.8194,37.5232
"0VA8",NA,-77.791199,37.285801
"0VA9",NA,-76.4538,37.4474
"0VI1",NA,-77.1014,37.6889
"0WA1",NA,-122.825996,46.6171
"0WA2",NA,-123.105003,46.590401
"0WI1",NA,-92.141899,45.507198
"0WI2",NA,-88.3334,43.2014
"0WI4",NA,-89.3526,43.8294
"0WI5",NA,-87.8906,42.7934
"0WI6",NA,-88.1579,42.8736
"0WI7",NA,-88.4993,44.1336
"0WI8",NA,-88.4723,43.1389
"0WI9",NA,-89.338699,42.9314
"0WN0",NA,-123.113,48.1373
"0WN1",NA,-120.602,46.7519
"0WN2",NA,-119.015,46.127778
"0WN5",NA,-88.0487,42.7997
"0WN9",NA,-119.486058,48.430464
"0XA5",NA,-98.3828,28.6849
"0XA7",NA,-97.6251,30.6627
"0XA8",NA,-98.1083,30.27
"0XS0",NA,-99.5587,28.4003
"0XS1",NA,-96.3497,29.2878
"0XS2",NA,-100.534,30.5549
"0XS6",NA,-98.147,30.501
"0XS9",NA,-95.339583,32.134042
"10AK",NA,-149.678,61.5919
"10AZ",NA,-112.618,33.3664
"10CO",NA,-102.212997,39.4547
"10FA",NA,-81.9359,28.7975
"10FD",NA,-82.4046,29.0066
"10GA",NA,-84.2983,33.3251
"10IN",NA,-85.0489,39.7184
"10LA",NA,-92.096001,30.2474
"10LS",NA,-91.994598,30.046301
"10NC",NA,-77.509399,36.343102
"10OH",NA,-82.629097,41.402802
"10OK",NA,-97.217,35.1667
"10OR",NA,-123.232,45.7893
"10TE",NA,-97.5003,29.6669
"10TN",NA,-86.354401,36.071899
"10WI",NA,-88.1895,45.1158
"10XS",NA,-98.9093,31.7795
"11AZ",NA,-110.29,31.6837
"11CA",NA,-119.722,36.6733
"11CL",NA,-117.653,34.63
"11FA",NA,-80.4998,25.5837
"11FL",NA,-81.8809,30.043
"11II",NA,-86.0305,39.3417
"11IN",NA,-86.5381,39.8189
"11LL",NA,-88.7691,40.7225
"11MA",NA,-70.7584,41.8073
"11MO",NA,-91.6352,38.9017
"11MU",NA,-92.4656,36.6579
"11NY",NA,-76.4497,42.209
"11OA",NA,-82.4668,39.6431
"11OK",NA,-97.383598,35.0723
"11OR",NA,-123.285004,43.393501
"11PN",NA,-79.7328,41.3525
"11TE",NA,-97.2045,32.3001
"11TN",NA,-87.366699,36.474998
"11TS",NA,-96.4114,31.6579
"11TX",NA,-96.6906,33.6668
"11VG",NA,-77.0006,38.2094
"11WA",NA,-117.47,47.5238
"12AZ",NA,-112.653,33.8539
"12CA",NA,-121.169,38.1096
"12CN",NA,-122.1167,39.2683
"12CO",NA,-107.815002,38.835499
"12II",NA,-84.9722,39.8562
"12IL",NA,-88.016701,41.200001
"12IN",NA,-87.647499,38.118599
"12KS",NA,-97.487801,37.935299
"12KY",NA,-85.168602,38.4603
"12LA",NA,-93.357399,30.2759
"12LL",NA,-89.486198,37.540298
"12LS",NA,-92.285004,30.1786
"12ME",NA,-69.207298,44.3223
"12MI",NA,-83.4919,43.0517
"12MO",NA,-93.594704,38.580601
"12NE",NA,-103.699997,41.906601
"12NH",NA,-71.654444,43.495278
"12OH",NA,-84.334702,39.834801
"12SC",NA,-80.7467,34.1414
"12TE",NA,-99.2337,31.3168
"12TS",NA,-97.9773,32.9085
"12TX",NA,-98.0806,30.8214
"12VA",NA,-79.7678,37.7881
"12WA",NA,-117.463,47.5207
"12WT",NA,-117.218667,46.911
"12XA",NA,-102.348583,32.039333
"13AK",NA,-149.9,61.6547
"13AZ",NA,-112.8535,33.535
"13CL",NA,-121.824,38.3813
"13FA",NA,-81.5137,29.6944
"13GA",NA,-83.754898,31.3666
"13GE",NA,-82.3181,32.3608
"13IA",NA,-90.1911,42.0457
"13IN",NA,-84.9277,40.8153
"13KY",NA,-87.156097,37.705601
"13LS",NA,-92.385597,29.9939
"13MA","PMX",-72.311401,42.223301
"13NE",NA,-100.808998,40.3167
"13PA",NA,-79.452,41.6826
"13PN",NA,-75.3046,40.4543
"13TE",NA,-96.5383,30.656
"13TS",NA,-98.926399,27.455299
"13TX",NA,-100.451,30.5313
"13WI",NA,-88.999603,43.6964
"14AK",NA,-149.248,61.6015
"14AZ",NA,-111.122,31.9083
"14CO",NA,-104.91,38.0972
"14FA",NA,-80.399803,25.570101
"14FD",NA,-81.4904,29.9491
"14ID",NA,-116.203003,43.681
"14KS",NA,-94.9048,38.2692
"14ME",NA,-69.070297,44.792599
"14MI",NA,-85.567,42.8509
"14NC",NA,-77.550003,34.516701
"14NK",NA,-73.479,43.34
"14OI",NA,-82.113998,40.919201
"14PA",NA,-75.6591,40.2909
"14PS",NA,-76.1186,39.8844
"14TA",NA,-98.4031,29.8986
"14TE",NA,-99.4837,30.9168
"14TS",NA,-98.6045,27.4217
"14TX",NA,-98.1739,30.2894
"14VA",NA,-77.7467,39.229
"14WA",NA,-122.737,46.9707
"14XA",NA,-96.7883,33.6579
"14XS",NA,-97.2739,30.8085
"15CL",NA,-120.404,37.3427
"15FD",NA,-85.5299,30.658501
"15FL",NA,-82.6664,30.1537
"15IA",NA,-90.4068,42.2354
"15ID",NA,-117.038,47.6856
"15IL",NA,-89.2732,41.7973
"15IN",NA,-87.8403,38.1506
"15KS",NA,-96.0883,38.4306
"15LL",NA,-89.536697,41.237499
"15MA",NA,-70.9095,41.422298
"15ME",NA,-70.229202,43.8153
"15MN",NA,-94.5107,45.2622
"15NC",NA,-76.9739,36.2397
"15PA",NA,-75.355499,41.594299
"15TA",NA,-99.947,30.2544
"15TX",NA,-98.3253,32.3043
"15VA",NA,-77.8997,38.7223
"15WA",NA,-122.357,48.2723
"15XS",NA,-95.3341,29.3327
"16AK",NA,-149.347,61.5992
"16AZ",NA,-112.68,34.5089
"16CO",NA,-108.085667,39.40995
"16FA",NA,-81.0387,26.0309
"16FD",NA,-81.4959,29.405
"16IA",NA,-94.7772,41.8808
"16II",NA,-86.9336,41.1831
"16IL",NA,-88.8334,42.0667
"16IS",NA,-89.0092,37.5778
"16MD",NA,-75.9603,39.6686
"16MI",NA,-83.8666,42.889198
"16MO",NA,-91.1574,38.4056
"16NC",NA,-76.6653,36.1961
"16NE",NA,-96.491699,40.560001
"16OI",NA,-84.5825,40.1253
"16PA",NA,-80.1276,40.1806
"16TA",NA,-103.782997,30.919701
"16TE",NA,-95.2077,32.6976
"16TS",NA,-95.318,32.2227
"16TX",NA,-98.1073,32.264
"16WA",NA,-117.694,47.8447
"16XS",NA,-95.35985,30.404367
"17CL",NA,-122.274,37.088
"17CO",NA,-105.0326,40.2723
"17FA",NA,-81.5354,26.7134
"17FL",NA,-82.1248,29.2803
"17GA",NA,-84.8661,33.4667
"17II",NA,-86.5103,41.45
"17IN",NA,-85.1097,38.9784
"17KS",NA,-95.6772,38.5028
"17KY",NA,-87.258904,37.393902
"17LL",NA,-88.4103,40.1606
"17MO",NA,-91.5349,38.985
"17MU",NA,-94.3721,39.6828
"17NC",NA,-78.328598,34.466301
"17NK",NA,-76.9483,42.5395
"17OH",NA,-82.270203,41.242599
"17OR",NA,-123.110001,43.264198
"17PS",NA,-79.4417,41.5792
"17TE",NA,-98.9403,29.9291
"17TX",NA,-98.255,32.4487
"17WI",NA,-88.8932,43.0361
"17XA",NA,-95.7969,32.0178
"17XS",NA,-98.435,32.1778
"18AR",NA,-93.8317,36.3442
"18AZ",NA,-111.898,33.8181
"18CL",NA,-121.694,39.286
"18GA",NA,-83.6577,33.6932
"18II",NA,-86.0683,40.12
"18JY",NA,-123.443001,46.284698
"18ME",NA,-69.495406,43.893597
"18MN",NA,-94.5931,46.2372
"18MO",NA,-93.1707,36.962601
"18NC",NA,-81.613701,35.889
"18NY",NA,-74.049004,42.016499
"18OH",NA,-82.143799,41.256199
"18OI",NA,-82.982697,41.423401
"18OR",NA,-123.1823,45.0919
"18PA",NA,-75.0829,40.3001
"18PN",NA,-77.6928,40.0654
"18SC",NA,-81.7734,34.274
"18TA",NA,-99.743698,30.136299
"18TE",NA,-95.0639,32.5852
"18TX",NA,-96.2281,32.9525
"18V",NA,-104.701,40.1
"18XA",NA,-97.598747,28.6591
"18XS",NA,-101.033997,33.800098
"19AZ",NA,-111.865,34.605
"19GA",NA,-84.4999,33.4237
"19IL",NA,-89.106,40.5494
"19IN",NA,-86.5231,40.1945
"19IS",NA,-88.557,38.2959
"19KY",NA,-84.5999,38.7065
"19LL",NA,-87.919502,41.257
"19N",NA,-74.9478,39.7784
"19NC",NA,-77.922997,36.064899
"19NE",NA,-100.808998,40.108299
"19NK",NA,-76.1528,43.2439
"19NY",NA,-77.9608,42.4062
"19OK",NA,-95.977203,35.728401
"19OR",NA,-121.223999,45.1096
"19PA",NA,-76.5208,41.117
"19SC",NA,-81.8024,34.3538
"19TA",NA,-96.416901,32.8223
"19TE",NA,-95.333504,30.3169
"19TN",NA,-87.1903,36.499401
"19TX",NA,-97.5142,31.2382
"19WA",NA,-121.886,45.7196
"19WI",NA,-92.057098,45.195202
"19XS",NA,-97.0869,32.2972
"1AK4",NA,-150.752,60.5242
"1AK6",NA,-151.408,61.8528
"1AK8",NA,-151.387,61.6769
"1AL2",NA,-86.5975,33.2486
"1AL8",NA,-86.4744,33.6111
"1AR5",NA,-94.5847,36.2994
"1AR8",NA,-94.1868,35.3257
"1AZ0",NA,-112.269,33.1119
"1AZ2",NA,-112.182,33.4117
"1AZ8",NA,-114.373,35.2958
"1B2",NA,-70.5244,41.3583
"1B9",NA,-71.1968,42.0001
"1C2",NA,-87.9213,41.4798
"1CA1",NA,-119.722,35.467999
"1CA6",NA,-116.723,32.7651
"1CD1",NA,-104.867,40.6903
"1CD2",NA,-104.793,40.1672
"1CL1",NA,-118.278,34.7941
"1CL2",NA,-118.17,34.9425
"1CO2",NA,-108.34,38.1625
"1CO3",NA,-104.798,40.7041
"1CO4",NA,-107.959,38.575001
"1CO5",NA,-103.699,38.0153
"1CO7",NA,-105.992,38.5514
"1CO8",NA,-104.658,39.5292
"1DE5",NA,-75.7333,39.4956
"1FA1",NA,-82.5526,28.8558
"1FA3",NA,-82.121201,26.6562
"1FA9",NA,-81.651111,27.785
"1FD2",NA,-83.304,30.6194
"1FD4",NA,-81.6073,26.4454
"1FL3",NA,-82.7821,30.0344
"1GA0",NA,-81.329,31.6394
"1GA2",NA,-84.7485,33.1773
"1GA4",NA,-81.755402,32.328499
"1GA5",NA,-83.383499,30.931
"1GA6",NA,-84.1107,33.009
"1GA8",NA,-83.226501,31.178499
"1GA9",NA,-83.6527,33.7615
"1GE2",NA,-84.5439,32.8444
"1GE3",NA,-85.170303,33.253899
"1GE4",NA,-83.9333,32.5011
"1GE5",NA,-84.3935,33.1012
"1GE6",NA,-82.1235,31.3724
"1GE7",NA,-83.4397,33.5172
"1GE9",NA,-84.7181,32.7144
"1H0",NA,-90.5083,38.7268
"1IA0",NA,-94.7911,40.8972
"1IA4",NA,-94.394699,41.0555
"1IA6",NA,-95.4853,40.885
"1ID3",NA,-116.727,48.168
"1ID4",NA,-115.9025,43.310556
"1II0",NA,-85.5878,39.5767
"1II2",NA,-84.8348,40.6158
"1II3",NA,-87.3942,38.957
"1II4",NA,-86.162201,38.125099
